"","species","genus","family","order","class"
"848","Monotaxis grandoculis","Monotaxis","Lethrinidae","Perciformes","Actinopterygii"
"849","Wattsia mossambica","Wattsia","Lethrinidae","Perciformes","Actinopterygii"
"850","Liparis tanakae","Liparis","Liparidae","Scorpaeniformes","Actinopterygii"
"851","Lobotes pacificus","Lobotes","Lobotidae","Perciformes","Actinopterygii"
"852","Lobotes surinamensis","Lobotes","Lobotidae","Perciformes","Actinopterygii"
"853","Lophius americanus","Lophius","Lophiidae","Lophiiformes","Actinopterygii"
"854","Lophius budegassa","Lophius","Lophiidae","Lophiiformes","Actinopterygii"
"855","Lophius gastrophysus","Lophius","Lophiidae","Lophiiformes","Actinopterygii"
"856","Lophius piscatorius","Lophius","Lophiidae","Lophiiformes","Actinopterygii"
"857","Lophius vaillanti","Lophius","Lophiidae","Lophiiformes","Actinopterygii"
"858","Lophius vomerinus","Lophius","Lophiidae","Lophiiformes","Actinopterygii"
"859","Brosme brosme","Brosme","Lotidae","Gadiformes","Actinopterygii"
"860","Ciliata mustela","Ciliata","Lotidae","Gadiformes","Actinopterygii"
"861","Ciliata septentrionalis","Ciliata","Lotidae","Gadiformes","Actinopterygii"
"862","Enchelyopus cimbrius","Enchelyopus","Lotidae","Gadiformes","Actinopterygii"
"863","Gaidropsarus ensis","Gaidropsarus","Lotidae","Gadiformes","Actinopterygii"
"864","Lota lota","Lota","Lotidae","Gadiformes","Actinopterygii"
"865","Molva dypterygia","Molva","Lotidae","Gadiformes","Actinopterygii"
"866","Molva macrophthalma","Molva","Lotidae","Gadiformes","Actinopterygii"
"867","Molva molva","Molva","Lotidae","Gadiformes","Actinopterygii"
"868","Aphareus furca","Aphareus","Lutjanidae","Perciformes","Actinopterygii"
"869","Aphareus rutilans","Aphareus","Lutjanidae","Perciformes","Actinopterygii"
"870","Aprion virescens","Aprion","Lutjanidae","Perciformes","Actinopterygii"
"871","Apsilus fuscus","Apsilus","Lutjanidae","Perciformes","Actinopterygii"
"872","Etelis carbunculus","Etelis","Lutjanidae","Perciformes","Actinopterygii"
"873","Etelis coruscans","Etelis","Lutjanidae","Perciformes","Actinopterygii"
"874","Etelis oculatus","Etelis","Lutjanidae","Perciformes","Actinopterygii"
"875","Hoplopagrus guentherii","Hoplopagrus","Lutjanidae","Perciformes","Actinopterygii"
"876","Lutjanus agennes","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"877","Lutjanus analis","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"878","Lutjanus apodus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"879","Lutjanus argentimaculatus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"880","Lutjanus argentiventris","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"881","Lutjanus bohar","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"882","Lutjanus campechanus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"883","Lutjanus cyanopterus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"884","Lutjanus erythropterus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"885","Lutjanus fulgens","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"886","Lutjanus fulviflamma","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"887","Lutjanus fulvus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"888","Lutjanus gibbus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"889","Lutjanus griseus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"890","Lutjanus guttatus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"891","Lutjanus jocu","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"892","Lutjanus johnii","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"893","Lutjanus jordani","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"894","Lutjanus kasmira","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"895","Lutjanus lutjanus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"896","Lutjanus malabaricus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"897","Lutjanus monostigma","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"898","Lutjanus peru","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"899","Lutjanus purpureus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"900","Lutjanus quinquelineatus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"901","Lutjanus russellii","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"902","Lutjanus synagris","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"903","Lutjanus vitta","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"904","Lutjanus vivanus","Lutjanus","Lutjanidae","Perciformes","Actinopterygii"
"905","Macolor macularis","Macolor","Lutjanidae","Perciformes","Actinopterygii"
"906","Macolor niger","Macolor","Lutjanidae","Perciformes","Actinopterygii"
"907","Ocyurus chrysurus","Ocyurus","Lutjanidae","Perciformes","Actinopterygii"
"908","Paracaesio kusakarii","Paracaesio","Lutjanidae","Perciformes","Actinopterygii"
"909","Paracaesio sordida","Paracaesio","Lutjanidae","Perciformes","Actinopterygii"
"910","Paracaesio stonei","Paracaesio","Lutjanidae","Perciformes","Actinopterygii"
"911","Paracaesio xanthura","Paracaesio","Lutjanidae","Perciformes","Actinopterygii"
"912","Pristipomoides aquilonaris","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii"
"913","Pristipomoides argyrogrammicus","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii"
"914","Pristipomoides auricilla","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii"
"915","Pristipomoides filamentosus","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii"
"916","Pristipomoides flavipinnis","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii"
"917","Pristipomoides macrophthalmus","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii"
"918","Pristipomoides multidens","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii"
"919","Pristipomoides sieboldii","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii"
"920","Pristipomoides zonatus","Pristipomoides","Lutjanidae","Perciformes","Actinopterygii"
"921","Rhomboplites aurorubens","Rhomboplites","Lutjanidae","Perciformes","Actinopterygii"
"922","Symphorichthys spilurus","Symphorichthys","Lutjanidae","Perciformes","Actinopterygii"
"923","Coelorinchus chilensis","Coelorinchus","Macrouridae","Gadiformes","Actinopterygii"
"924","Coelorinchus marinii","Coelorinchus","Macrouridae","Gadiformes","Actinopterygii"
"925","Coryphaenoides rupestris","Coryphaenoides","Macrouridae","Gadiformes","Actinopterygii"
"926","Cynomacrurus piriei","Cynomacrurus","Macrouridae","Gadiformes","Actinopterygii"
"927","Lepidorhynchus denticulatus","Lepidorhynchus","Macrouridae","Gadiformes","Actinopterygii"
"928","Macrourus berglax","Macrourus","Macrouridae","Gadiformes","Actinopterygii"
"929","Macrourus carinatus","Macrourus","Macrouridae","Gadiformes","Actinopterygii"
"930","Macrourus holotrachys","Macrourus","Macrouridae","Gadiformes","Actinopterygii"
"931","Macrourus whitsoni","Macrourus","Macrouridae","Gadiformes","Actinopterygii"
"932","Nezumia aequalis","Nezumia","Macrouridae","Gadiformes","Actinopterygii"
"933","Trachyrincus scabrus","Trachyrincus","Macrouridae","Gadiformes","Actinopterygii"
"934","Caulolatilus chrysops","Caulolatilus","Malacanthidae","Perciformes","Actinopterygii"
"935","Caulolatilus cyanops","Caulolatilus","Malacanthidae","Perciformes","Actinopterygii"
"936","Caulolatilus microps","Caulolatilus","Malacanthidae","Perciformes","Actinopterygii"
"937","Caulolatilus princeps","Caulolatilus","Malacanthidae","Perciformes","Actinopterygii"
"938","Lopholatilus chamaeleonticeps","Lopholatilus","Malacanthidae","Perciformes","Actinopterygii"
"939","Malacanthus brevirostris","Malacanthus","Malacanthidae","Perciformes","Actinopterygii"
"940","Malacanthus latovittatus","Malacanthus","Malacanthidae","Perciformes","Actinopterygii"
"941","Malacanthus plumieri","Malacanthus","Malacanthidae","Perciformes","Actinopterygii"
"942","Megalops atlanticus","Megalops","Megalopidae","Elopiformes","Actinopterygii"
"943","Megalops cyprinoides","Megalops","Megalopidae","Elopiformes","Actinopterygii"
"944","Mene maculata","Mene","Menidae","Perciformes","Actinopterygii"
"945","Macruronus magellanicus","Macruronus","Merlucciidae","Gadiformes","Actinopterygii"
"946","Macruronus novaezelandiae","Macruronus","Merlucciidae","Gadiformes","Actinopterygii"
"947","Merluccius albidus","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"948","Merluccius angustimanus","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"949","Merluccius australis","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"950","Merluccius bilinearis","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"951","Merluccius capensis","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"952","Merluccius gayi gayi","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"953","Merluccius gayi peruanus","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"954","Merluccius hubbsi","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"955","Merluccius merluccius","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"956","Merluccius paradoxus","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"957","Merluccius polli","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"958","Merluccius productus","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"959","Merluccius senegalensis","Merluccius","Merlucciidae","Gadiformes","Actinopterygii"
"960","Steindachneria argentea","Steindachneria","Merlucciidae","Gadiformes","Actinopterygii"
"961","Mola mola","Mola","Molidae","Tetraodontiformes","Actinopterygii"
"962","Aluterus monoceros","Aluterus","Monacanthidae","Tetraodontiformes","Actinopterygii"
"963","Aluterus schoepfii","Aluterus","Monacanthidae","Tetraodontiformes","Actinopterygii"
"964","Aluterus scriptus","Aluterus","Monacanthidae","Tetraodontiformes","Actinopterygii"
"965","Amanses scopas","Amanses","Monacanthidae","Tetraodontiformes","Actinopterygii"
"966","Cantherhines dumerilii","Cantherhines","Monacanthidae","Tetraodontiformes","Actinopterygii"
"967","Cantherhines pardalis","Cantherhines","Monacanthidae","Tetraodontiformes","Actinopterygii"
"968","Meuschenia scaber","Meuschenia","Monacanthidae","Tetraodontiformes","Actinopterygii"
"969","Monacanthus ciliatus","Monacanthus","Monacanthidae","Tetraodontiformes","Actinopterygii"
"970","Oxymonacanthus longirostris","Oxymonacanthus","Monacanthidae","Tetraodontiformes","Actinopterygii"
"971","Stephanolepis cirrhifer","Stephanolepis","Monacanthidae","Tetraodontiformes","Actinopterygii"
"972","Stephanolepis hispidus","Stephanolepis","Monacanthidae","Tetraodontiformes","Actinopterygii"
"973","Monodactylus argenteus","Monodactylus","Monodactylidae","Perciformes","Actinopterygii"
"974","Antimora rostrata","Antimora","Moridae","Gadiformes","Actinopterygii"
"975","Halargyreus johnsonii","Halargyreus","Moridae","Gadiformes","Actinopterygii"
"976","Laemonema longipes","Laemonema","Moridae","Gadiformes","Actinopterygii"
"977","Mora moro","Mora","Moridae","Gadiformes","Actinopterygii"
"978","Pseudophycis bachus","Pseudophycis","Moridae","Gadiformes","Actinopterygii"
"979","Salilota australis","Salilota","Moridae","Gadiformes","Actinopterygii"
"980","Tripterophycis gilchristi","Tripterophycis","Moridae","Gadiformes","Actinopterygii"
"981","Dicentrarchus labrax","Dicentrarchus","Moronidae","Perciformes","Actinopterygii"
"982","Dicentrarchus punctatus","Dicentrarchus","Moronidae","Perciformes","Actinopterygii"
"983","Morone americana","Morone","Moronidae","Perciformes","Actinopterygii"
"984","Morone saxatilis","Morone","Moronidae","Perciformes","Actinopterygii"
"985","Chelon labrosus","Chelon","Mugilidae","Mugiliformes","Actinopterygii"
"986","Crenimugil crenilabis","Crenimugil","Mugilidae","Mugiliformes","Actinopterygii"
"987","Ellochelon vaigiensis","Ellochelon","Mugilidae","Mugiliformes","Actinopterygii"
"988","Joturus pichardi","Joturus","Mugilidae","Mugiliformes","Actinopterygii"
"989","Liza aurata","Liza","Mugilidae","Mugiliformes","Actinopterygii"
"990","Liza haematocheila","Liza","Mugilidae","Mugiliformes","Actinopterygii"
"991","Liza klunzingeri","Liza","Mugilidae","Mugiliformes","Actinopterygii"
"992","Liza ramada","Liza","Mugilidae","Mugiliformes","Actinopterygii"
"993","Liza saliens","Liza","Mugilidae","Mugiliformes","Actinopterygii"
"994","Moolgarda seheli","Moolgarda","Mugilidae","Mugiliformes","Actinopterygii"
"995","Mugil cephalus","Mugil","Mugilidae","Mugiliformes","Actinopterygii"
"996","Mugil curema","Mugil","Mugilidae","Mugiliformes","Actinopterygii"
"997","Mugil incilis","Mugil","Mugilidae","Mugiliformes","Actinopterygii"
"998","Mugil liza","Mugil","Mugilidae","Mugiliformes","Actinopterygii"
"999","Mugil trichodon","Mugil","Mugilidae","Mugiliformes","Actinopterygii"
"1000","Neomyxus leuciscus","Neomyxus","Mugilidae","Mugiliformes","Actinopterygii"
"1001","Sicamugil cascasia","Sicamugil","Mugilidae","Mugiliformes","Actinopterygii"
"1002","Mulloidichthys flavolineatus","Mulloidichthys","Mullidae","Perciformes","Actinopterygii"
"1003","Mulloidichthys martinicus","Mulloidichthys","Mullidae","Perciformes","Actinopterygii"
"1004","Mulloidichthys pfluegeri","Mulloidichthys","Mullidae","Perciformes","Actinopterygii"
"1005","Mulloidichthys vanicolensis","Mulloidichthys","Mullidae","Perciformes","Actinopterygii"
"1006","Mullus argentinae","Mullus","Mullidae","Perciformes","Actinopterygii"
"1007","Mullus barbatus barbatus","Mullus","Mullidae","Perciformes","Actinopterygii"
"1008","Mullus surmuletus","Mullus","Mullidae","Perciformes","Actinopterygii"
"1009","Parupeneus barberinoides","Parupeneus","Mullidae","Perciformes","Actinopterygii"
"1010","Parupeneus barberinus","Parupeneus","Mullidae","Perciformes","Actinopterygii"
"1011","Parupeneus ciliatus","Parupeneus","Mullidae","Perciformes","Actinopterygii"
"1012","Parupeneus cyclostomus","Parupeneus","Mullidae","Perciformes","Actinopterygii"
"1013","Parupeneus heptacanthus","Parupeneus","Mullidae","Perciformes","Actinopterygii"
"1014","Parupeneus indicus","Parupeneus","Mullidae","Perciformes","Actinopterygii"
"1015","Parupeneus multifasciatus","Parupeneus","Mullidae","Perciformes","Actinopterygii"
"1016","Parupeneus pleurostigma","Parupeneus","Mullidae","Perciformes","Actinopterygii"
"1017","Parupeneus trifasciatus","Parupeneus","Mullidae","Perciformes","Actinopterygii"
"1018","Pseudupeneus maculatus","Pseudupeneus","Mullidae","Perciformes","Actinopterygii"
"1019","Pseudupeneus prayensis","Pseudupeneus","Mullidae","Perciformes","Actinopterygii"
"1020","Upeneus japonicus","Upeneus","Mullidae","Perciformes","Actinopterygii"
"1021","Upeneus sulphureus","Upeneus","Mullidae","Perciformes","Actinopterygii"
"1022","Upeneus taeniopterus","Upeneus","Mullidae","Perciformes","Actinopterygii"
"1023","Upeneus vittatus","Upeneus","Mullidae","Perciformes","Actinopterygii"
"1024","Congresox talabonoides","Congresox","Muraenesocidae","Anguilliformes","Actinopterygii"
"1025","Muraenesox cinereus","Muraenesox","Muraenesocidae","Anguilliformes","Actinopterygii"
"1026","Echidna nebulosa","Echidna","Muraenidae","Anguilliformes","Actinopterygii"
"1027","Echidna polyzona","Echidna","Muraenidae","Anguilliformes","Actinopterygii"
"1028","Enchelycore anatina","Enchelycore","Muraenidae","Anguilliformes","Actinopterygii"
"1029","Enchelycore schismatorhynchus","Enchelycore","Muraenidae","Anguilliformes","Actinopterygii"
"1030","Gymnothorax berndti","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1031","Gymnothorax elegans","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1032","Gymnothorax fimbriatus","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1033","Gymnothorax flavimarginatus","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1034","Gymnothorax javanicus","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1035","Gymnothorax maderensis","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1036","Gymnothorax margaritophorus","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1037","Gymnothorax meleagris","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1038","Gymnothorax moringa","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1039","Gymnothorax neglectus","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1040","Gymnothorax pictus","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1041","Gymnothorax pindae","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1042","Gymnothorax saxicola","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1043","Gymnothorax thyrsoideus","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1044","Gymnothorax undulatus","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1045","Gymnothorax unicolor","Gymnothorax","Muraenidae","Anguilliformes","Actinopterygii"
"1046","Muraena augusti","Muraena","Muraenidae","Anguilliformes","Actinopterygii"
"1047","Muraena helena","Muraena","Muraenidae","Anguilliformes","Actinopterygii"
"1048","Muraenolepis marmorata","Muraenolepis","Muraenolepididae","Gadiformes","Actinopterygii"
"1049","Muraenolepis microps","Muraenolepis","Muraenolepididae","Gadiformes","Actinopterygii"
"1050","Benthosema pterotum","Benthosema","Myctophidae","Myctophiformes","Actinopterygii"
