iucn_sid,years,cats,stati,pop_trend_desc,calc_trend,pop_trend
22698393,"2000, 2003, 2004, 2005, 2007, 2008, 2009, 2010, 2012, 2016","CR, CR, CR, CR, CR, CR, CR, VU, VU, VU","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, 0.4667, 0.4667, 0.4667",increasing,0.04291,1
22698398,"1994, 2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2013, 2016","NT, VU, VU, VU, VU, VU, VU, VU, VU, EN, EN","0.7333, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.2, 0.2",decreasing,-0.01913,-1
22698425,"2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016","NT, EN, EN, EN, EN, EN, EN, EN, EN","0.7333, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.0199,-1
22698431,"1994, 2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016","NT, VU, EN, EN, EN, EN, EN, EN, EN, EN","0.7333, 0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.02257,-1
22698436,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22698448,"1994, 2000, 2003, 2004, 2005, 2008, 2010, 2012, 2016","LC, NT, NT, NT, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.00899,-1
22698453,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698459,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698465,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698471,"1994, 2000, 2004, 2006, 2007, 2008, 2010, 2012, 2016","LC, VU, VU, VU, VU, VU, EN, EN, EN","1, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.2, 0.2, 0.2",decreasing,-0.03425,-1
22698477,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",unknown,0,NA
22698485,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22698496,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2016","NT, LC, LC, LC, LC, LC, LC, LC","0.7333, 1, 1, 1, 1, 1, 1, 1",decreasing,0.00927,-1
22698511,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, VU","1, 1, 1, 1, 1, 1, 0.4667",decreasing,-0.01579,-1
22698520,"1994, 2000, 2004, 2008, 2009, 2012, 2014, 2016","NT, LC, LC, LC, LC, NT, NT, NT","0.7333, 1, 1, 1, 1, 0.7333, 0.7333, 0.7333",stable,-0.00517,0
22698530,"1994, 1996, 2000, 2004, 2005, 2006, 2008, 2009, 2010, 2012, 2016","CR, CR, CR, CR, CR, CR, CR, CR, CR, CR, CR","-0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",unknown,0,NA
22698535,"1994, 2000, 2004, 2008, 2010, 2012, 2016","NT, NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",stable,0,0
22698548,"2014, 2016","VU, VU","0.4667, 0.4667",unknown,NA,NA
22698557,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",decreasing,-0,-1
22698562,"1994, 2000, 2004, 2005, 2007, 2008, 2010, 2012, 2013, 2016","NT, NT, EN, EN, EN, EN, EN, EN, EN, EN","0.7333, 0.7333, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.02758,-1
22698572,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22700052,"1994, 1996, 2000, 2004, 2008, 2012, 2016","VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,0,-1
22700142,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22700216,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22700442,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22702103,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22702107,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22702649,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22704484,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22704600,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22704604,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22705499,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22705916,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22705929,"1994, 2000, 2004, 2008, 2009, 2012, 2014, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",stable,-0,0
22705986,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22705993,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22705999,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22706016,"1994, 2000, 2004, 2008, 2009, 2012, 2014, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",increasing,-0,1
22706033,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22708541,"1994, 2000, 2004, 2008, 2012, 2016","NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",stable,-0,0
22709707,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22710051,"1994, 2000, 2004, 2008, 2009, 2012, 2014, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",increasing,-0,1
22710259,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22710333,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22710886,"1994, 2000, 2004, 2008, 2009, 2012, 2014, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22711374,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22712065,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22712068,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22712071,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22712077,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22712198,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22712266,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22712294,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22713491,"1994, 2000, 2004, 2008, 2009, 2012, 2014, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",increasing,-0,1
22713519,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22713615,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22714859,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22715501,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22716364,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22716971,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",stable,-0,0
22716976,"1994, 2000, 2004, 2008, 2009, 2012, 2014, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",unknown,-0,NA
22716984,"1994, 2000, 2004, 2008, 2012, 2016","LC, LC, LC, NT, NT, NT","1, 1, 1, 0.7333, 0.7333, 0.7333",decreasing,-0.01567,-1
22717336,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22717383,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22717424,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22717434,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22717629,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718187,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718194,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718348,"2006, 2008, 2009, 2012, 2013, 2014, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718371,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718375,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718379,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",increasing,-0,1
22718414,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718501,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718556,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, NT, NT","1, 1, 1, 1, 1, 1, 0.7333, 0.7333",decreasing,-0.01096,-1
22718560,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718567,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718571,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718575,"1994, 2000, 2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",decreasing,-0,-1
22718588,"1994, 2000, 2004, 2008, 2012, 2016","LC, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",stable,-0.00962,0
22718770,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22718833,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22720722,"1994, 1996, 2000, 2004, 2008, 2009, 2012, 2013, 2016","VU, VU, CR, CR, CR, CR, CR, CR, CR","0.4667, 0.4667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",stable,-0.02388,0
22721016,"1994, 2000, 2004, 2008, 2012, 2016","NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0,-1
22721033,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22721043,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22721046,"1994, 2000, 2004, 2008, 2012, 2014, 2016","LC, NT, NT, NT, NT, LC, LC","1, 0.7333, 0.7333, 0.7333, 0.7333, 1, 1",increasing,0.00239,1
22721058,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22721115,"1994, 2016","LC, LC","1, 1",unknown,NA,NA
22721123,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",decreasing,-0,-1
22721129,"2000, 2004, 2008, 2012, 2016","NT, VU, VU, VU, VU","0.7333, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,-0.01333,-1
22721836,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22724178,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22724311,"1994, 2000, 2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1, 1",increasing,-0,1
22724323,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22724326,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",stable,0,0
22724332,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22724836,"2012, 2013, 2015, 2016","EN, EN, VU, VU","0.2, 0.2, 0.4667, 0.4667",decreasing,0.08001,-1
22724845,"2012, 2013, 2016","LC, LC, LC","1, 1, 1",decreasing,0,-1
22724879,"2012, 2013, 2016","LC, LC, LC","1, 1, 1",unknown,0,NA
22725033,"2014, 2016","NT, NT","0.7333, 0.7333",decreasing,NA,-1
22725660,"2014, 2016","LC, LC","1, 1",decreasing,NA,-1
22725672,"2014, 2016","VU, VU","0.4667, 0.4667",decreasing,NA,-1
22725846,"2014, 2016","LC, LC","1, 1",increasing,NA,1
22725856,"2014, 2016","LC, LC","1, 1",unknown,NA,NA
22725900,"2014, 2016","LC, LC","1, 1",stable,NA,0
22725908,"2014, 2016","LC, LC","1, 1",stable,NA,0
22727255,"2014, 2016","VU, VU","0.4667, 0.4667",decreasing,NA,-1
22727265,"2014, 2016","LC, LC","1, 1",stable,NA,0
22727471,"2014, 2016","LC, LC","1, 1",unknown,NA,NA
22727481,"2014, 2016","LC, LC","1, 1",unknown,NA,NA
22727487,"2014, 2016","LC, LC","1, 1",decreasing,NA,-1
22727668,"2014, 2016","LC, LC","1, 1",decreasing,NA,-1
22727677,"2014, 2016","LC, LC","1, 1",decreasing,NA,-1
22727683,"2014, 2016","LC, LC","1, 1",decreasing,NA,-1
22727746,"2014, 2016","LC, LC","1, 1",stable,NA,0
22727750,"2014, 2016","LC, LC","1, 1",decreasing,NA,-1
22727757,"2014, 2016","LC, LC","1, 1",decreasing,NA,-1
22727969,"2014, 2016","LC, LC","1, 1",increasing,NA,1
22728011,"2014, 2016","NT, NT","0.7333, 0.7333",unknown,NA,NA
22728182,"2014, 2016","LC, LC","1, 1",decreasing,NA,-1
22728318,"2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",decreasing,0,-1
22728323,"2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2013, 2016","EN, EN, EN, EN, EN, EN, EN, EN, EN, EN","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0,-1
22728328,"1994, 2000, 2003, 2004, 2005, 2008, 2010, 2012, 2016","NT, VU, VU, VU, VU, NT, NT, NT, NT","0.7333, 0.4667, 0.4667, 0.4667, 0.4667, 0.7333, 0.7333, 0.7333, 0.7333",stable,0.00847,0
22728349,"2000, 2003, 2004, 2005, 2008, 2010, 2012, 2016","VU, VU, VU, VU, VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",increasing,0,1
22728364,"2000, 2003, 2004, 2005, 2007, 2008, 2009, 2010, 2012, 2013, 2015, 2016","EN, EN, EN, EN, EN, CR, CR, CR, CR, CR, CR, CR","0.2, 0.2, 0.2, 0.2, 0.2, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,-0.02313,-1
22728372,"2000, 2003, 2004, 2005, 2007, 2008, 2010, 2012, 2016","VU, EN, EN, EN, EN, EN, EN, EN, EN","0.4667, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,-0.00995,-1
22728393,"2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1",stable,-0,0
22728432,"2000, 2004, 2005, 2008, 2009, 2010, 2012, 2013, 2015, 2016","NT, CR, CR, CR, CR, CR, CR, CR, CR, CR","0.7333, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",decreasing,-0.03151,-1
22728437,"2000, 2004, 2005, 2007, 2008, 2010, 2012, 2013, 2016","CR, CR, CR, VU, VU, VU, VU, VU, VU","-0.0667, -0.0667, -0.0667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667, 0.4667",increasing,0.0431,1
22728442,"2000, 2004, 2006, 2007, 2008, 2010, 2012, 2016","EN, EN, EN, EN, EN, EN, EN, EN","0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0,-1
22728596,"1994, 2000, 2004, 2005, 2008, 2012, 2016","NT, VU, VU, NT, NT, NT, NT","0.7333, 0.4667, 0.4667, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,0.00588,-1
22728621,"1994, 2000, 2004, 2006, 2008, 2012, 2014, 2016","LC, NT, NT, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0.00887,-1
22728800,"1994, 2000, 2004, 2008, 2012, 2016","EX, EX, EX, EX, EX, EX","-0.3333, -0.3333, -0.3333, -0.3333, -0.3333, -0.3333",NA,0,NA
22728804,"1994, 2000, 2004, 2008, 2012, 2016","EX, EX, EX, EX, EX, EX","-0.3333, -0.3333, -0.3333, -0.3333, -0.3333, -0.3333",NA,0,NA
22728808,"1994, 2000, 2004, 2005, 2008, 2009, 2010, 2012, 2013, 2015, 2016","EX, EX, CR, CR, CR, CR, CR, CR, CR, CR, CR","-0.3333, -0.3333, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667, -0.0667",unknown,0.013,NA
22728950,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22728990,"2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1",decreasing,-0,-1
22728995,"2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1",increasing,-0,1
22729000,"2000, 2004, 2008, 2010, 2012, 2016","LC, NT, NT, NT, NT, NT","1, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",NA,-0.01361,NA
22729148,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",decreasing,0,-1
22729421,"2004, 2008, 2010, 2012, 2016","NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,0,-1
22729604,"2007, 2008, 2010, 2012, 2016","NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333",unknown,0,NA
22729609,"2007, 2008, 2010, 2012, 2013, 2016","NT, NT, NT, NT, NT, NT","0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333",decreasing,-0,-1
22729686,"2014, 2016","LC, LC","1, 1",unknown,NA,NA
22729692,"2014, 2016","LC, LC","1, 1",stable,NA,0
22729706,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","1, 1, 1, 1, 1",increasing,0,1
22729867,"2000, 2004, 2014, 2016","LC, LC, LC, LC","1, 1, 1, 1",decreasing,0,-1
22731577,"2014, 2016","NT, NT","0.7333, 0.7333",decreasing,NA,-1
22731855,"2004, 2006, 2008, 2012, 2013, 2016","EN, EN, EN, EN, EN, EN","0.2, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0,-1
22731986,"2005, 2008, 2012, 2016","VU, VU, EN, EN","0.4667, 0.4667, 0.2, 0.2",decreasing,-0.02909,-1
22732244,"2014, 2015, 2016","LC, LC, LC","1, 1, 1",unknown,0,NA
22732425,"2012, 2013, 2016","NT, NT, NT","0.7333, 0.7333, 0.7333",decreasing,-0,-1
22733311,"2006, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","1, 1, 1, 1, 1",stable,0,0
22733462,"2014, 2015, 2016","LC, NT, NT","1, 0.7333, 0.7333",decreasing,-0.13335,-1
22733705,"2014, 2016","LC, LC","1, 1",stable,NA,0
22733979,"2014, 2016","LC, LC","1, 1",decreasing,NA,-1
22733989,"1994, 2000, 2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC, LC, LC","1, 1, 1, 1, 1, 1, 1",increasing,0,1
22734070,"2014, 2016","LC, LC","1, 1",stable,NA,0
22734194,"2012, 2013, 2016","LC, LC, LC","1, 1, 1",decreasing,0,-1
22734408,"2008, 2010, 2012, 2016","EN, EN, EN, EN","0.2, 0.2, 0.2, 0.2",decreasing,0,-1
22734972,"2010, 2012, 2013, 2015, 2016","LC, LC, LC, LC, LC","1, 1, 1, 1, 1",unknown,0,NA
22735250,"2008, 2010, 2012, 2016","VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667",decreasing,0,-1
22735514,"2009, 2012, 2016","LC, LC, LC","1, 1, 1",increasing,0,1
22735624,"2010, 2012, 2013, 2016","VU, VU, VU, VU","0.4667, 0.4667, 0.4667, 0.4667",stable,0,0
22735692,"2010, 2012, 2016","EN, EN, EN","0.2, 0.2, 0.2",decreasing,-0,-1
22735803,"2010, 2012, 2013, 2016","LC, LC, LC, LC","1, 1, 1, 1",decreasing,0,-1
22735810,"2010, 2012, 2016","LC, LC, LC","1, 1, 1",decreasing,0,-1
22735929,"2010, 2012, 2013, 2014, 2016","LC, LC, LC, LC, LC","1, 1, 1, 1, 1",increasing,0,1
22736042,"2011, 2012, 2013, 2016","LC, LC, LC, LC","1, 1, 1, 1",decreasing,0,-1
22736135,"2014, 2016","VU, VU","0.4667, 0.4667",stable,NA,0
22736148,"2010, 2012, 2013, 2016","LC, LC, LC, LC","1, 1, 1, 1",increasing,0,1
22736173,"2010, 2012, 2016","LC, LC, LC","1, 1, 1",decreasing,0,-1
22736215,"2010, 2012, 2013, 2016","LC, LC, LC, LC","1, 1, 1, 1",stable,0,0
22736541,"2011, 2012, 2013, 2016","LC, LC, LC, LC","1, 1, 1, 1",decreasing,0,-1
43270317,"2003, 2015","LC, LC","1, 1",stable,NA,0
45048812,"2014, 2016","LC, LC","1, 1",decreasing,NA,-1
45048990,"2014, 2016","LC, LC","1, 1",decreasing,NA,-1
45061132,"2014, 2015, 2016","LC, LC, LC","1, 1, 1",decreasing,0,-1
45354718,"2014, 2015, 2016","CR, CR, CR","-0.0667, -0.0667, -0.0667",decreasing,0,-1
45354964,"2014, 2015, 2016","LC, LC, LC","1, 1, 1",stable,0,0
45959011,"2014, 2015, 2016","LC, LC, LC","1, 1, 1",decreasing,0,-1
45959182,"2014, 2015, 2016","LC, LC, LC","1, 1, 1",decreasing,0,-1
